loan_id,friction_psi,resonance_m,status
L000075,0.7040971168437026,2.7535974137931034,STABLE
L000076,0.7327478042659975,2.6459308219178084,STABLE
L000077,0.4479495268138801,4.328166197183099,STABLE
L000078,0.49014084507042255,3.955597701149425,STABLE
L000079,0.4468371467025572,4.338940963855421,STABLE
L000080,0.1951219512195122,9.93635,STABLE
L000081,0.8850574712643678,2.190592207792208,STABLE
L000082,1.0748663101604279,1.8037592039800996,STABLE
L000083,0.4151898734177215,4.669670731707317,STABLE
L000084,0.7731543624161074,2.5076493055555558,STABLE
L000085,0.41853512705530643,4.632347142857143,STABLE
L000086,2.1595441595441596,0.8977820580474934,STABLE
L000087,1.3070866141732282,1.4832987951807228,STABLE
L000088,0.8728323699421965,2.2212741721854306,STABLE
L000089,0.975886524822695,1.9867063953488373,STABLE
L000090,2.3563218390804597,0.8228078048780488,CRITICAL_FRICTION
L000091,0.46511627906976744,4.16842,STABLE
L000092,2.8009708737864076,0.69218856152513,CRITICAL_FRICTION
L000093,2.701449275362319,0.7176888412017167,CRITICAL_FRICTION
L000094,0.7262247838616714,2.669696825396825,STABLE
L000095,1.8826979472140764,1.029798753894081,STABLE
L000096,0.47334200260078024,4.095981318681319,STABLE
L000097,1.68,1.154047619047619,STABLE
L000098,1.6223067173637515,1.1950884375,STABLE
L000099,0.74375,2.6067899159663868,STABLE
L000100,1.2757078986587183,1.519783644859813,STABLE
L000101,0.779874213836478,2.486041935483871,STABLE
L000102,1.2206572769953052,1.5883246153846153,STABLE
L000103,0.1570552147239264,12.344703125,STABLE
L000104,2.51872399445215,0.769754845814978,CRITICAL_FRICTION
L000105,1.1935953420669578,1.6243360975609755,STABLE
L000106,0.3972413793103448,4.880659722222222,STABLE
L000107,0.7123287671232876,2.721776923076923,STABLE
L000108,0.35555555555555557,5.452875,STABLE
L000109,1.3836858006042296,1.401185152838428,STABLE
L000110,0.8654646324549237,2.2401839743589744,STABLE
L000111,0.27202472952086554,7.127293181818182,STABLE
L000112,0.7133757961783439,2.7177821428571427,STABLE
L000113,0.5660881174899867,3.424908490566038,STABLE
L000114,2.9485396383866482,0.6575458490566037,CRITICAL_FRICTION
L000115,1.09375,1.772617142857143,STABLE
L000116,0.7180925666199158,2.69993046875,STABLE
L000117,1.1435963777490297,1.6953533936651584,STABLE
L000118,0.5306704707560628,3.6534913978494625,STABLE
L000119,2.299039780521262,0.8433085918854415,CRITICAL_FRICTION
L000120,0.7925117004680188,2.446399212598425,STABLE
L000121,1.0439882697947214,1.8571089887640448,STABLE
L000122,0.29118773946360155,6.658247368421053,STABLE
L000123,0.8707865168539326,2.2264929032258065,STABLE
L000124,1.271604938271605,1.5246873786407766,STABLE
L000125,3.69054441260745,0.5253425465838509,CRITICAL_FRICTION
L000126,0.49693251533742333,3.901535802469136,STABLE
L000127,0.6338215712383488,3.0589050420168067,STABLE
L000128,1.2387843704775687,1.565082710280374,STABLE
L000129,0.6201117318435754,3.126533333333333,STABLE
L000130,0.6238993710691824,3.1075524193548385,STABLE
L000131,0.42857142857142855,4.523866666666667,STABLE
L000132,0.9048361934477379,2.142708275862069,STABLE
L000133,0.7326732673267327,2.6462,STABLE
L000134,1.0619946091644206,1.8256213197969544,STABLE
L000135,1.733102253032929,1.1186876,STABLE
L000136,2.2646657571623465,0.8561086746987951,STABLE
L000137,0.8862275449101796,2.1877,STABLE
L000138,0.8961038961038961,2.1635884057971015,STABLE
L000139,0.861850443599493,2.2495782352941176,STABLE
L000140,0.200836820083682,9.653608333333333,STABLE
L000141,2.357653791130186,0.8223429611650486,CRITICAL_FRICTION
L000142,0.8498583569405099,2.2813213333333335,STABLE
L000143,0.8233799237611181,2.3546845679012347,STABLE
L000144,0.943884892086331,2.054064024390244,STABLE
L000145,0.9689807976366323,2.000865243902439,STABLE
L000146,1.1561643835616437,1.6769241706161138,STABLE
L000147,1.4404945904173108,1.34592660944206,STABLE
L000148,1.0176322418136021,1.9052069306930692,STABLE
L000149,1.1640866873065014,1.6655117021276595,STABLE
L000150,1.1619537275064267,1.6685690265486726,STABLE
L000151,1.436842105263158,1.3493479853479853,STABLE
L000152,1.6171352074966532,1.1989102649006622,STABLE
L000153,1.062240663900415,1.8251984375,STABLE
L000154,0.7814207650273224,2.4811216783216783,STABLE
L000155,1.7650273224043715,1.098453250773994,STABLE
L000156,1.2276657060518732,1.5792572769953053,STABLE
L000157,1.4621848739495797,1.32596091954023,STABLE
L000158,0.7453769559032717,2.6011,STABLE
L000159,0.6243386243386243,3.1053661016949152,STABLE
L000160,0.2918454935622318,6.643241176470588,STABLE
L000161,6.546644844517185,0.2961517,CRITICAL_FRICTION
L000162,0.7632508833922261,2.540187037037037,STABLE
L000163,0.5569620253164557,3.481027272727273,STABLE
L000164,1.3440860215053763,1.4424672,STABLE
L000165,0.629878869448183,3.0780521367521367,STABLE
L000166,2.4023494860499266,0.8070432762836186,CRITICAL_FRICTION
L000167,1.3535075653370015,1.4324264227642276,STABLE
L000168,0.7673469387755102,2.526627659574468,STABLE
L000169,1.0044313146233383,1.9302464705882354,STABLE
L000170,0.8675400291120815,2.2348248322147652,STABLE
L000171,2.264993026499303,0.8559849753694582,STABLE
L000172,0.9959183673469387,1.9467459016393442,STABLE
L000173,1.9304589707927677,1.004320749279539,STABLE
L000174,0.48695652173913045,3.981464285714286,STABLE
L000175,0.8803827751196173,2.202223913043478,STABLE
L000176,0.23097112860892388,8.394122727272727,STABLE
L000177,0.4204993429697766,4.61070875,STABLE
L000178,0.7272727272727273,2.66585,STABLE
L000179,1.9414225941422594,0.9986491379310345,STABLE
L000180,0.5383580080753702,3.601321,STABLE
L000181,0.5849802371541502,3.3143,STABLE
L000182,0.5555555555555556,3.48984,STABLE
L000183,0.44651162790697674,4.342104166666667,STABLE
L000184,0.48846675712347354,3.9691544444444444,STABLE
L000185,0.6925373134328359,2.799560344827586,STABLE
L000186,0.9692101740294511,2.000391712707182,STABLE
L000187,0.9873417721518988,1.9636564102564102,STABLE
L000188,1.2403560830860534,1.5630995215311005,STABLE
L000189,0.6385224274406333,3.036385123966942,STABLE
L000190,0.7588235294117647,2.5550077519379846,STABLE
L000191,0.5311203319502075,3.650396875,STABLE
L000192,0.4438430311231394,4.368210975609756,STABLE
L000193,1.2116182572614107,1.6001739726027397,STABLE
L000194,1.0129496402877698,1.9140142045454545,STABLE
L000195,0.8744460856720827,2.217175,STABLE
L000196,0.5454545454545454,3.554466666666667,STABLE
L000197,0.5026737967914439,3.8569744680851064,STABLE
L000198,0.5915080527086384,3.2777237623762376,STABLE
L000199,0.7759398496240602,2.4986472868217056,STABLE
L000200,0.5714285714285714,3.3929,STABLE
L000201,1.2169167803547067,1.593206726457399,STABLE
L000202,1.3928571428571428,1.3919589743589744,STABLE
L000203,3.8632010943912447,0.501863597733711,CRITICAL_FRICTION
L000204,2.597101449275362,0.7465245535714286,CRITICAL_FRICTION
L000205,1.1328859060402685,1.7113815165876778,STABLE
L000206,0.8506787330316742,2.2791212765957445,STABLE
L000207,0.6356821589205397,3.049951886792453,STABLE
L000208,0.5459940652818991,3.550954347826087,STABLE
L000209,0.6796116504854369,2.852805714285714,STABLE
L000210,1.006765899864682,1.925770430107527,STABLE
L000211,0.26277372262773724,7.378211111111111,STABLE
L000212,2.032520325203252,0.9538896,STABLE
L000213,0.7407407407407407,2.61738,STABLE
L000214,0.36315086782376504,5.33882794117647,STABLE
L000215,0.5234708392603129,3.7037402173913043,STABLE
L000216,2.2707423580786026,0.8538176923076923,STABLE
L000217,0.6498599439775911,2.9834120689655172,STABLE
L000218,0.3545878693623639,5.467756140350877,STABLE
L000219,0.6507462686567164,2.979348623853211,STABLE
L000220,1.7880184331797235,1.0843288659793815,STABLE
L000221,0.35694050991501414,5.4317174603174605,STABLE
L000222,0.9986504723346828,1.94142,STABLE
L000223,0.7189189189189189,2.696827067669173,STABLE
L000224,0.9047619047619048,2.142884210526316,STABLE
L000225,0.23848238482384823,8.12974090909091,STABLE
L000226,1.990950226244344,0.9738063636363636,STABLE
L000227,1.6548089591567852,1.1716156050955413,STABLE
L000228,0.8233657858136301,2.354725,STABLE
L000229,0.49859943977591037,3.8884921348314605,STABLE
L000230,0.6962962962962963,2.7844468085106384,STABLE
L000231,1.1728045325779037,1.6531314009661835,STABLE
L000232,1.6103896103896105,1.2039322580645162,STABLE
L000233,1.2607449856733524,1.5378209090909092,STABLE
L000234,1.9536152796725785,0.9924164804469274,STABLE
L000235,1.9835616438356165,0.9774337016574586,STABLE
L000236,0.8571428571428571,2.2619333333333334,STABLE
L000237,0.6380368098159509,3.038696153846154,STABLE
L000238,0.8309178743961353,2.3333232558139536,STABLE
L000239,1.0158730158730158,1.90850625,STABLE
L000240,0.8792884371029225,2.2049647398843932,STABLE
L000241,0.5814977973568282,3.334148484848485,STABLE
L000242,1.1428571428571428,1.69645,STABLE
L000243,0.6002728512960437,3.2298645454545456,STABLE
L000244,0.48064085447263016,4.033781111111111,STABLE
L000245,0.44804318488529016,4.327261445783132,STABLE
L000246,2.101141924959217,0.9227363354037267,STABLE
L000247,0.2986666666666667,6.491517857142857,STABLE
L000248,1.9767441860465116,0.9808047058823529,STABLE
L000249,0.611032531824611,3.172989814814815,STABLE
L000250,1.0409511228533685,1.8625274111675127,STABLE
L000251,2.657142857142857,0.7296559139784946,CRITICAL_FRICTION
L000252,0.9351351351351351,2.07328323699422,STABLE
L000253,1.0235478806907379,1.8941957055214724,STABLE
L000254,0.7267833109017496,2.6676451851851852,STABLE
L000255,1.016248153618907,1.9078017441860464,STABLE
L000256,0.8126649076517151,2.385731168831169,STABLE
L000257,0.9022988505747126,2.1487337579617836,STABLE
L000258,1.0840579710144929,1.7884652406417112,STABLE
L000259,2.591276252019386,0.7482027431421446,CRITICAL_FRICTION
L000260,0.4046094750320102,4.791781012658228,STABLE
L000261,0.21750663129973474,8.913751219512195,STABLE
L000262,0.6141078838174274,3.1571,STABLE
L000263,0.9794871794871794,1.9794031413612565,STABLE
L000264,1.1918367346938776,1.6267328767123288,STABLE
L000265,0.9707602339181286,1.9971975903614458,STABLE
L000266,3.201320132013201,0.6056251546391752,CRITICAL_FRICTION
L000267,0.8492706645056726,2.2829,STABLE
L000268,0.7018469656992085,2.7624255639097743,STABLE
L000269,0.8476052249637155,2.2873856164383564,STABLE
L000270,1.2354570637119113,1.5692977578475336,STABLE
L000271,0.6052631578947368,3.2032347826086958,STABLE
L000272,0.4277456647398844,4.5326,STABLE
L000273,0.44503311258278144,4.356529761904762,STABLE
L000274,1.329192546583851,1.458629906542056,STABLE
L000275,0.42592592592592593,4.551965217391304,STABLE
L000276,0.8663853727144867,2.2378032467532467,STABLE
L000277,1.5193798449612403,1.2760469387755102,STABLE
L000278,2.0952380952380953,0.9253363636363636,STABLE
L000279,1.3542757417102966,1.4316139175257732,STABLE
L000280,1.5458646616541354,1.2541848249027236,STABLE
L000281,0.46153846153846156,4.200733333333333,STABLE
L000282,0.9397217928902627,2.0631638157894736,STABLE
L000283,0.281437125748503,6.888927659574468,STABLE
L000284,1.1059907834101383,1.7529983333333334,STABLE
L000285,0.22193548387096773,8.735872093023255,STABLE
L000286,0.48854961832061067,3.96848125,STABLE
L000287,0.9662921348314607,2.006432558139535,STABLE
L000288,0.5108695652173914,3.7950978723404254,STABLE
L000289,4.254335260115607,0.4557233695652174,CRITICAL_FRICTION
L000290,1.1166666666666667,1.7362388059701492,STABLE
L000291,1.2789115646258504,1.515976595744681,STABLE
L000292,0.7516087516087516,2.5795335616438355,STABLE
L000293,1.6319176319176318,1.1880501577287066,STABLE
L000294,0.6462395543175488,3.0001258620689657,STABLE
L000295,1.4329183955739973,1.3530428571428572,STABLE
L000296,1.5035868005738882,1.28945,STABLE
L000297,0.31671554252199413,6.121581481481481,STABLE
L000298,1.3887240356083086,1.3961017094017094,STABLE
L000299,3.6543909348441925,0.5305398449612403,CRITICAL_FRICTION
L000300,0.6929577464788732,2.7978617886178863,STABLE
L000301,0.7445887445887446,2.603853488372093,STABLE
L000302,0.21571648690292758,8.987722857142858,STABLE
L000303,1.7587786259541984,1.1023559027777778,STABLE
L000304,0.2794307891332471,6.938390740740741,STABLE
L000305,0.6036585365853658,3.211749494949495,STABLE
L000306,1.1099744245524297,1.7467069124423964,STABLE
L000307,0.44155844155844154,4.390811764705882,STABLE
L000308,1.5647226173541964,1.2390694545454546,STABLE
L000309,0.6145092460881935,3.155037962962963,STABLE
L000310,0.9585006693440429,2.022742458100559,STABLE
L000311,0.6625766871165644,2.9261518518518517,STABLE
L000312,0.7418397626112759,2.6135024,STABLE
L000313,0.5074626865671642,3.8205764705882355,STABLE
L000314,0.3464968152866242,5.595433823529412,STABLE
L000315,0.6609124537607891,2.9335201492537313,STABLE
L000316,0.47368421052631576,4.093022222222222,STABLE
L000317,0.3282051282051282,5.90728125,STABLE
L000318,2.172043010752688,0.8926158415841584,STABLE
L000319,1.6742857142857144,1.157986348122867,STABLE
L000320,2.547112462006079,0.7611756563245823,CRITICAL_FRICTION
L000321,1.1666666666666667,1.6618285714285714,STABLE
L000322,0.8820224719101124,2.1981299363057323,STABLE
L000323,0.927461139896373,2.0904379888268156,STABLE
L000324,1.4900849858356942,1.3011338403041826,STABLE
L000325,1.6600790513833992,1.1678961904761904,STABLE
L000326,2.8228228228228227,0.6868302127659575,CRITICAL_FRICTION
L000327,1.3941908713692945,1.390627380952381,STABLE
L000328,0.48942598187311176,3.9613753086419754,STABLE
L000329,4.656084656084656,0.41640136363636365,CRITICAL_FRICTION
L000330,1.7197802197802199,1.1273533546325878,STABLE
L000331,1.0265486725663717,1.8886586206896552,STABLE
L000332,1.1248357424441524,1.7236294392523364,STABLE
L000333,1.6860759493670887,1.149888888888889,STABLE
L000334,3.272727272727273,0.5924111111111111,CRITICAL_FRICTION
L000335,0.6746268656716418,2.8738849557522124,STABLE
L000336,0.6342857142857142,3.0566666666666666,STABLE
L000337,1.6171516079632466,1.198898106060606,STABLE
L000338,0.9652996845425867,2.0084954248366014,STABLE
L000339,1.062586926286509,1.8246036649214659,STABLE
L000340,0.23783783783783785,8.151772727272727,STABLE
L000341,0.5244072524407253,3.697126595744681,STABLE
L000342,0.9798449612403101,1.9786803797468355,STABLE
L000343,1.95,0.9942564102564102,STABLE
L000344,2.907042253521127,0.6669321705426356,CRITICAL_FRICTION
L000345,0.6977363515312917,2.7787,STABLE
L000346,2.5079825834542815,0.7730516203703703,CRITICAL_FRICTION
L000347,0.5909712722298222,3.280700925925926,STABLE
L000348,0.7103825136612022,2.7292338461538463,STABLE
L000349,0.34202898550724636,5.668525423728814,STABLE
L000350,0.8229954614220878,2.3557845588235296,STABLE
L000351,0.1581259150805271,12.261114814814816,STABLE
L000352,0.31876606683804626,6.082203225806452,STABLE
L000353,1.787012987012987,1.084938953488372,STABLE
L000354,0.5432098765432098,3.5691545454545452,STABLE
L000355,0.3567251461988304,5.434996721311475,STABLE
L000356,1.2729693741677763,1.5230531380753138,STABLE
L000357,1.1797752808988764,1.6433638095238094,STABLE
L000358,0.5730659025787965,3.383206,STABLE
L000359,1.0167427701674276,1.9068736526946108,STABLE
L000360,0.34924965893587995,5.5513296875,STABLE
L000361,0.6359583952451708,3.048627102803738,STABLE
L000362,2.1942857142857144,0.8835677083333333,STABLE
L000363,1.4783904619970194,1.3114262096774194,STABLE
L000364,1.288888888888889,1.5042413793103449,STABLE
L000365,0.6965699208443272,2.7833530303030303,STABLE
L000366,0.5633802816901409,3.44137,STABLE
L000367,1.582047685834502,1.225500354609929,STABLE
L000368,1.108359133126935,1.7492525139664805,STABLE
L000369,0.21925925925925926,8.8425,STABLE
L000370,1.2984293193717278,1.4931887096774195,STABLE
L000371,0.2327469553450609,8.330076744186046,STABLE
L000372,0.4005069708491762,4.840864556962026,STABLE
L000373,1.3962264150943395,1.3886,STABLE
L000374,1.0328102710413696,1.8772082872928177,STABLE
L000375,0.1220159151193634,15.889730434782608,STABLE
L000376,2.0265095729013254,0.9567188953488373,STABLE
L000377,1.5765645805592543,1.2297625,STABLE
L000378,0.5609065155807366,3.4565474747474747,STABLE
L000379,0.7565982404692082,2.562522480620155,STABLE
L000380,0.6648648648648648,2.916081300813008,STABLE
L000381,0.37517241379310345,5.167757352941177,STABLE
L000382,1.582010582010582,1.2255290969899666,STABLE
L000383,0.8151898734177215,2.3783416149068324,STABLE
L000384,2.103286384976526,0.9217955357142857,STABLE
L000385,0.653968253968254,2.9646699029126213,STABLE
L000386,1.186046511627907,1.6346745098039215,STABLE
L000387,6.0882800608828,0.3184479,CRITICAL_FRICTION
L000388,0.8594164456233422,2.2559493827160493,STABLE
L000389,1.1742112482853224,1.6511509345794393,STABLE
L000390,0.826629680998613,2.3454275167785235,STABLE
L000391,0.7528735632183908,2.5752,STABLE
L000392,1.0109204368174727,1.9178561728395063,STABLE
L000393,0.3279648609077599,5.911608928571429,STABLE
L000394,0.8209150326797385,2.3617547770700638,STABLE
L000395,2.9059334298118666,0.6671866533864542,CRITICAL_FRICTION
L000396,0.8130968622100955,2.384463758389262,STABLE
L000397,1.0264900662251655,1.8887664516129032,STABLE
L000398,0.9433962264150944,2.055128,STABLE
L000399,0.4068965517241379,4.764847457627119,STABLE
L000400,0.3392405063291139,5.715119402985074,STABLE
L000401,0.7717041800643086,2.5123616666666666,STABLE
L000402,1.6404160475482912,1.1818952898550725,STABLE
L000403,1.4807453416149068,1.3093406040268456,STABLE
L000404,0.6162790697674418,3.145977358490566,STABLE
L000405,0.7292225201072386,2.6587220588235296,STABLE
L000406,3.285171102661597,0.5901671296296296,CRITICAL_FRICTION
L000407,0.60431654676259,3.208252380952381,STABLE
L000408,0.7058823529411765,2.7466333333333335,STABLE
L000409,0.6740331491712708,2.876416393442623,STABLE
L000410,1.146417445482866,1.6911815217391304,STABLE
L000411,0.5093167701863354,3.806668292682927,STABLE
L000412,1.4900924702774108,1.301127304964539,STABLE
L000413,3.4533762057877815,0.561421601489758,CRITICAL_FRICTION
L000414,1.372093023255814,1.4130237288135594,STABLE
L000415,0.8860435339308579,2.1881543352601156,STABLE
L000416,0.4609053497942387,4.206503571428572,STABLE
L000417,1.6774193548387097,1.1558230769230768,STABLE
L000418,1.0767004341534008,1.800686559139785,STABLE
L000419,0.2776470588235294,6.982966101694915,STABLE
L000420,0.24390243902439024,7.94908,STABLE
L000421,0.23121387283236994,8.38531,STABLE
L000422,0.4702627939142462,4.122801176470588,STABLE
L000423,2.4220183486238533,0.8004893939393939,CRITICAL_FRICTION
L000424,0.7908309455587392,2.4515985507246376,STABLE
L000425,2.843706777316736,0.681786186770428,CRITICAL_FRICTION
L000426,1.894736842105263,1.0232555555555556,STABLE
L000427,1.5327635327635327,1.2649048327137546,STABLE
L000428,1.455160744500846,1.3323613953488371,STABLE
L000429,0.22963951935914553,8.442797674418605,STABLE
L000430,0.8124118476727785,2.3864743055555557,STABLE
L000431,2.1373626373626373,0.9070992287917737,STABLE
L000432,0.4438202247191011,4.368435443037975,STABLE
L000433,2.466019417475728,0.7862062992125984,CRITICAL_FRICTION
L000434,0.9211514392991239,2.1047570652173913,STABLE
L000435,1.5384615384615385,1.26022,STABLE
L000436,1.0493506493506493,1.847618811881188,STABLE
L000437,1.9096385542168675,1.0152706624605679,STABLE
L000438,1.8171896316507503,1.0669222222222223,STABLE
L000439,0.9370424597364568,2.069063125,STABLE
L000440,0.962536023054755,2.0142622754491017,STABLE
L000441,0.5121638924455826,3.785507,STABLE
L000442,1.301775147928994,1.4893509090909092,STABLE
L000443,1.1139896373056994,1.7404111627906977,STABLE
L000444,0.944206008583691,2.0533654545454545,STABLE
L000445,0.5416666666666666,3.579323076923077,STABLE
L000446,0.4011142061281337,4.833536111111111,STABLE
L000447,0.6676427525622255,2.903948245614035,STABLE
L000448,0.37249283667621774,5.2049323076923075,STABLE
L000449,1.6731634182908546,1.1587630824372759,STABLE
L000450,0.6560232220609579,2.955383185840708,STABLE
L000451,1.16622691292876,1.6624552036199094,STABLE
L000452,2.4,0.8078333333333333,CRITICAL_FRICTION
L000453,1.7366548042704626,1.1163991803278688,STABLE
L000454,0.533751962323391,3.6323988235294116,STABLE
L000455,1.0014903129657229,1.935914880952381,STABLE
L000456,0.6815642458100558,2.844632786885246,STABLE
L000457,0.2147239263803681,9.029268571428572,STABLE
L000458,3.4074074074074074,0.568995652173913,CRITICAL_FRICTION
L000459,0.5482517482517483,3.536331632653061,STABLE
L000460,0.7252124645892352,2.6734234375,STABLE
L000461,2.1913043478260867,0.8847698412698413,STABLE
L000462,0.7958656330749354,2.4360896103896104,STABLE
L000463,0.8777614138438881,2.20880067114094,STABLE
L000464,0.6040816326530613,3.2095,STABLE
L000465,2.1374837872892347,0.9070478155339806,STABLE
L000466,1.190883190883191,1.6280354066985645,STABLE
L000467,1.4397590361445782,1.3466142259414227,STABLE
L000468,0.5921787709497207,3.274011320754717,STABLE
L000469,2.127320954907162,0.9113810473815461,STABLE
L000470,1.8045977011494252,1.0743668789808918,STABLE
L000471,1.2658959537572254,1.5315634703196348,STABLE
L000472,1.5245098039215685,1.2717530546623794,STABLE
L000473,0.7058823529411765,2.7466333333333335,STABLE
L000474,0.40657698056801195,4.768592647058823,STABLE
L000475,1.3233830845771144,1.465033082706767,STABLE
L000476,2.2420749279538903,0.86473470437018,STABLE
L000477,0.27450980392156865,7.062771428571429,STABLE
L000478,1.406060606060606,1.3788879310344828,STABLE
L000479,1.178082191780822,1.6457255813953489,STABLE
L000480,2.497841726618705,0.7761900921658986,CRITICAL_FRICTION
L000481,0.7040498442367601,2.753782300884956,STABLE
L000482,1.0889774236387781,1.7803858536585366,STABLE
L000483,2.493723849372385,0.777471812080537,CRITICAL_FRICTION
L000484,0.18087855297157623,10.718794285714285,STABLE
L000485,0.6158113730929264,3.1483666666666665,STABLE
L000486,0.7588235294117647,2.5550077519379846,STABLE
L000487,0.6684782608695652,2.900318699186992,STABLE
L000488,2.4776119402985075,0.7825277108433735,CRITICAL_FRICTION
L000489,0.5676392572944297,3.4155495327102803,STABLE
L000490,1.8113207547169812,1.0703791666666667,STABLE
L000491,0.667578659370725,2.904227049180328,STABLE
L000492,0.8397435897435898,2.3088,STABLE
L000493,0.952112676056338,2.0363136094674554,STABLE
L000494,0.7900552486187845,2.4540055944055945,STABLE
L000495,0.667578659370725,2.904227049180328,STABLE
L000496,0.6483357452966715,2.990425892857143,STABLE
L000497,0.19174434087882822,10.111380555555556,STABLE
L000498,0.9969604863221885,1.944710975609756,STABLE
L000499,0.5738636363636364,3.3785029702970295,STABLE
L000500,0.8484848484848485,2.285014285714286,STABLE
L000501,1.5737704918032787,1.2319458333333333,STABLE
L000502,1.9241274658573597,1.007625552050473,STABLE
L000503,0.329004329004329,5.892931578947368,STABLE
L000504,0.3383356070941337,5.730404838709678,STABLE
L000505,1.0253807106598984,1.890809900990099,STABLE
L000506,0.9969040247678018,1.9448211180124224,STABLE
L000507,1.4220963172804533,1.3633394422310756,STABLE
L000508,0.9461756373937678,2.049091017964072,STABLE
L000509,0.6701846965699209,2.8929338582677167,STABLE
L000510,1.0467289719626167,1.8522464285714286,STABLE
L000511,0.6929577464788732,2.7978617886178863,STABLE
L000512,0.6263736263736264,3.095277192982456,STABLE
L000513,1.5567567567567568,1.2454097222222222,STABLE
L000514,0.9473684210526315,2.046511111111111,STABLE
L000515,0.5277044854881267,3.674026,STABLE
L000516,1.4290171606864275,1.3567366812227075,STABLE
L000517,3.01620029455081,0.6427955078125,CRITICAL_FRICTION
L000518,0.8816936488169365,2.1989497175141244,STABLE
L000519,0.6228571428571429,3.1127522935779814,STABLE
L000520,0.5350993377483444,3.623252475247525,STABLE
L000521,3.9248554913294798,0.493979970544919,CRITICAL_FRICTION
L000522,0.44776119402985076,4.329986666666667,STABLE
L000523,0.5782493368700266,3.352878899082569,STABLE
